CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
692499668,01/01/2010,17:30:00,01/01/2010,18:00:00,107,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,POMONOK,1233,"1,035,836","206,042",25-44,BLACK,M,,40.73207216,-73.813869293,"(40.73207216, -73.813869293)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
473404767,01/01/2010,22:50:00,,,46,01/01/2010,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,009,331","250,025",,,,,40.852908431,-73.909340056,"(40.852908431, -73.909340056)",PATROL BORO BRONX,,,UNKNOWN,E
980609903,01/01/2010,05:43:00,,,81,01/01/2010,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,,OUTSIDE,,N.Y. POLICE DEPT,,NA,,NA,"1,004,879","190,339",25-44,BLACK,M,,40.689097532,-73.925616087,"(40.689097532, -73.925616087)",,,25-44,BLACK,M
851686011,01/01/2010,19:15:00,01/01/2010,19:18:00,44,01/01/2010,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,008,734","245,544",,,,,40.840611085,-73.911514418,"(40.840611085, -73.911514418)",PATROL BORO BRONX,,,UNKNOWN,E
667979670,01/01/2010,00:01:00,,,45,01/21/2010,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,"1,031,069","259,426",,,,,40.878622771,-73.83069722,"(40.878622771, -73.83069722)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M
401402918,01/01/2010,00:01:00,03/15/2010,23:00:00,84,03/23/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,"986,212","191,837",,UNKNOWN,U,,40.693233019,-73.992926303,"(40.693233019, -73.992926303)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
890411739,01/01/2010,00:01:00,12/08/2010,20:45:00,104,12/28/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,"1,012,949","194,554",,,,,40.700644237,-73.896498835,"(40.700644237, -73.896498835)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
551602716,01/01/2010,00:20:00,01/01/2010,00:20:00,102,01/01/2010,118,DANGEROUS WEAPONS,792,WEAPONS POSSESSION 1 & 2,COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,023,235","192,031",,,,,40.69367986,-73.859417153,"(40.69367986, -73.859417153)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
889784999,01/01/2010,17:00:00,,,62,01/01/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,NA,,NA,"983,955","156,040",,,,,40.594978166,-74.00106367,"(40.594978166, -74.00106367)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
582407139,01/01/2010,00:30:00,,,110,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,017,570","209,659",,WHITE HISPANIC,M,,40.742087592,-73.879758496,"(40.742087592, -73.879758496)",PATROL BORO QUEENS NORTH,,25-44,WHITE,F
581827117,01/01/2010,09:00:00,,,43,01/01/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,SACK WERN,930,"1,021,993","238,126",25-44,BLACK HISPANIC,M,,40.820204108,-73.863637182,"(40.820204108, -73.863637182)",PATROL BORO BRONX,,18-24,WHITE HISPANIC,F
327184797,01/01/2010,13:00:00,05/27/2010,13:00:00,105,05/28/2010,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,057,636","203,954",,BLACK,M,,40.72618713,-73.735233904,"(40.72618713, -73.735233904)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
174860358,01/01/2010,11:00:00,,,47,01/02/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,027,974","258,380",,WHITE HISPANIC,F,,40.875767704,-73.841895985,"(40.875767704, -73.841895985)",PATROL BORO BRONX,,45-64,WHITE,F
193882569,01/01/2010,03:00:00,01/03/2010,15:00:00,68,01/03/2010,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,"977,132","167,262",,,,,40.6257774,-74.025643624,"(40.6257774, -74.025643624)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
275847676,01/01/2010,09:00:00,07/06/2010,10:00:00,90,07/06/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"994,447","197,748",,,,,40.709451675,-73.963221233,"(40.709451675, -73.963221233)",PATROL BORO BKLYN NORTH,,45-64,WHITE HISPANIC,F
521987361,01/01/2010,23:00:00,01/02/2010,07:44:00,46,01/02/2010,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,BRONX,INSIDE,LIQUOR STORE,N.Y. POLICE DEPT,0,NA,,NA,"1,010,585","248,617",,,,,40.849040238,-73.9048127,"(40.849040238, -73.9048127)",PATROL BORO BRONX,,,UNKNOWN,D
152580068,01/01/2010,00:01:00,01/01/2010,23:59:00,83,04/12/2010,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,006,965","193,571",,,,,40.697963515,-73.918083362,"(40.697963515, -73.918083362)",PATROL BORO BKLYN NORTH,,,UNKNOWN,F
781004972,01/01/2010,16:45:00,01/01/2010,17:14:00,69,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,008,978","169,548",,,,,40.632020338,-73.910911905,"(40.632020338, -73.910911905)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
828854280,01/01/2010,15:00:00,01/02/2010,10:00:00,66,01/02/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"991,247","172,289",,,,,40.63957555,-73.974789942,"(40.63957555, -73.974789942)",PATROL BORO BKLYN SOUTH,,45-64,UNKNOWN,M
928258329,01/01/2010,13:17:00,,,18,01/05/2010,341,PETIT LARCENY,303,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"989,048","218,262",,UNKNOWN,U,,40.76576211,-73.982680604,"(40.76576211, -73.982680604)",PATROL BORO MAN SOUTH,,65+,WHITE,F
856417138,01/01/2010,11:30:00,,,52,01/01/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,"1,016,546","255,352",,BLACK,M,,40.86750599,-73.883234037,"(40.86750599, -73.883234037)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
667077222,01/01/2010,12:00:00,02/28/2010,17:00:00,18,03/22/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"989,862","216,471",25-44,UNKNOWN,M,,40.760845796,-73.979743548,"(40.760845796, -73.979743548)",PATROL BORO MAN SOUTH,,,UNKNOWN,M
674290386,01/01/2010,15:00:00,02/01/2010,07:00:00,72,03/08/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,NA,,NA,"989,519","178,298",,,,,40.656070154,-73.981011557,"(40.656070154, -73.981011557)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
125089611,01/01/2010,02:15:00,01/01/2010,02:30:00,115,01/01/2010,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,018,835","216,957",,,,,40.762113881,-73.875155922,"(40.762113881, -73.875155922)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
762024629,01/01/2010,04:45:00,01/01/2010,05:15:00,115,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,019,453","212,465",,,,,40.749782057,-73.872948576,"(40.749782057, -73.872948576)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,M
323018121,01/01/2010,04:00:00,,,81,01/08/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,001,964","186,902",,,,,40.679670066,-73.936136211,"(40.679670066, -73.936136211)",PATROL BORO BKLYN NORTH,,,UNKNOWN,D
937682246,01/01/2010,01:40:00,01/01/2010,01:45:00,45,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,THROGGS NECK,939,"1,033,283","237,655",25-44,WHITE HISPANIC,M,,40.818855896,-73.822850307,"(40.818855896, -73.822850307)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
618815229,01/01/2010,11:00:00,,,120,01/20/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"960,613","162,401",,,,,40.612406294,-74.085135321,"(40.612406294, -74.085135321)",PATROL BORO STATEN ISLAND,,45-64,UNKNOWN,M
766481003,01/01/2010,01:30:00,,,10,01/02/2010,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,"982,399","211,453",,,,,40.747074245,-74.006681709,"(40.747074245, -74.006681709)",PATROL BORO MAN SOUTH,,25-44,WHITE HISPANIC,F
225942161,01/01/2010,08:00:00,09/01/2010,23:59:00,109,05/09/2011,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,032,198","217,060",25-44,WHITE HISPANIC,M,,40.762334218,-73.826917308,"(40.762334218, -73.826917308)",PATROL BORO QUEENS NORTH,,<18,ASIAN / PACIFIC ISLANDER,M
812636331,01/01/2010,19:20:00,,,48,02/02/2010,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,014,054","246,247",25-44,BLACK,M,,40.842524261,-73.892284427,"(40.842524261, -73.892284427)",PATROL BORO BRONX,,25-44,BLACK,F
505626803,01/01/2010,07:00:00,,,25,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,670,"1,002,188","230,929",,,,,40.80051276,-73.935211215,"(40.80051276, -73.935211215)",PATROL BORO MAN NORTH,,18-24,BLACK,F
817353982,01/01/2010,21:25:00,01/01/2010,21:50:00,73,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,BROWNSVILLE,339,"1,009,656","181,287",,BLACK,M,,40.664239422,-73.908425011,"(40.664239422, -73.908425011)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
621076668,01/01/2010,03:06:00,,,79,01/01/2010,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"996,478","189,883",,,,,40.68786151,-73.955909767,"(40.68786151, -73.955909767)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
575128746,01/01/2010,04:30:00,01/01/2010,04:35:00,17,01/01/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"992,782","213,958",,UNKNOWN,U,,40.753945917,-73.969206275,"(40.753945917, -73.969206275)",PATROL BORO MAN SOUTH,,25-44,WHITE HISPANIC,M
814789660,01/01/2010,00:01:00,11/25/2010,20:00:00,104,12/02/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,015,779","196,371",,,,,40.705621842,-73.886283977,"(40.705621842, -73.886283977)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
962868510,01/01/2010,11:30:00,01/02/2010,12:00:00,115,01/02/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,017,647","214,118",,,,,40.754326125,-73.879458481,"(40.754326125, -73.879458481)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
785956046,01/01/2010,10:00:00,02/28/2010,10:00:00,107,03/10/2010,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,"1,036,790","205,267",,,,,40.729939364,-73.810433142,"(40.729939364, -73.810433142)",PATROL BORO QUEENS SOUTH,,<18,WHITE HISPANIC,F
730231578,01/01/2010,20:00:00,01/29/2010,09:00:00,45,01/30/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,GAS STATION,N.Y. POLICE DEPT,0,NA,,NA,"1,026,985","244,518",,,,,40.837725556,-73.845560562,"(40.837725556, -73.845560562)",PATROL BORO BRONX,,,UNKNOWN,E
482874503,01/01/2010,14:00:00,,,113,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,048,999","194,277",,,,,40.699693597,-73.766488035,"(40.699693597, -73.766488035)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
783329319,01/01/2010,00:01:00,04/13/2010,23:59:00,71,04/14/2010,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"998,749","181,383",,,,,40.664527498,-73.947739291,"(40.664527498, -73.947739291)",PATROL BORO BKLYN SOUTH,,<18,BLACK,F
437921268,01/01/2010,06:00:00,,,68,01/01/2010,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"977,572","172,309",25-44,WHITE,M,,40.639630691,-74.024063545,"(40.639630691, -74.024063545)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
263518196,01/01/2010,03:30:00,01/01/2010,08:00:00,30,01/11/2010,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,MANHATTAN,,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,"995,894","238,502",,UNKNOWN,U,,40.821309078,-73.957931364,"(40.821309078, -73.957931364)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
115523002,01/01/2010,20:15:00,,,28,01/01/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,638,"998,007","230,362",25-44,WHITE HISPANIC,F,,40.798963998,-73.95031372,"(40.798963998, -73.95031372)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
602843285,01/01/2010,09:00:00,01/12/2010,08:00:00,66,02/12/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,0,NA,,NA,"990,386","173,704",,UNKNOWN,U,,40.643460061,-73.977891,"(40.643460061, -73.977891)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
184057099,01/01/2010,00:01:00,03/08/2010,13:00:00,48,03/08/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,NA,,NA,"1,012,605","246,785",,,,,40.844005684,-73.897519095,"(40.844005684, -73.897519095)",PATROL BORO BRONX,,,UNKNOWN,E
708682496,01/01/2010,14:20:00,01/01/2010,14:30:00,84,01/04/2010,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"989,331","189,098",,,,,40.685713852,-73.981680984,"(40.685713852, -73.981680984)",PATROL BORO BKLYN NORTH,,,UNKNOWN,M
726293192,01/01/2010,12:00:00,04/30/2010,13:30:00,75,04/30/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,LINDEN,374,"1,016,807","179,007",,BLACK,F,,40.657957922,-73.882660124,"(40.657957922, -73.882660124)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
421532073,01/01/2010,00:01:00,01/08/2010,21:00:00,62,01/09/2010,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"989,432","163,585",,,,,40.615686145,-73.981336407,"(40.615686145, -73.981336407)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
736554606,01/01/2010,02:00:00,,,6,01/13/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"982,752","206,772",,WHITE,M,,40.734226128,-74.005406689,"(40.734226128, -74.005406689)",PATROL BORO MAN SOUTH,,25-44,WHITE,M
751830738,01/01/2010,08:00:00,03/04/2010,13:30:00,103,03/04/2010,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,039,789","196,518",,,,,40.705907197,-73.799684744,"(40.705907197, -73.799684744)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,M
134587936,01/01/2010,00:01:00,04/26/2010,23:59:00,72,04/27/2010,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"991,189","176,159",,,,,40.650197914,-73.974994948,"(40.650197914, -73.974994948)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
920296338,01/01/2010,00:01:00,11/17/2010,12:00:00,104,11/22/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,,ABANDONED BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"1,011,048","193,750",,,,,40.698443406,-73.903357963,"(40.698443406, -73.903357963)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
162150023,01/01/2010,02:15:00,01/01/2010,02:35:00,83,01/01/2010,116,SEX CRIMES,179,AGGRAVATED SEXUAL ASBUSE,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,006,965","193,571",,,,,40.697963515,-73.918083362,"(40.697963515, -73.918083362)",PATROL BORO BKLYN NORTH,,25-44,WHITE HISPANIC,F
756876187,01/01/2010,05:30:00,,,77,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"999,359","186,409",,,,,40.678321722,-73.94552926,"(40.678321722, -73.94552926)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
487294439,01/01/2010,00:01:00,12/08/2010,20:30:00,104,12/28/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,,ABANDONED BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"1,007,427","197,746",,,,,40.709421708,-73.916402865,"(40.709421708, -73.916402865)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
938633108,01/01/2010,14:00:00,04/19/2010,10:00:00,111,04/20/2010,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,057,239","216,681",,,,,40.761122699,-73.736528115,"(40.761122699, -73.736528115)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
407120647,01/01/2010,12:30:00,01/01/2010,13:11:00,19,01/01/2010,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,MANHATTAN,FRONT OF,TELECOMM. STORE,N.Y. POLICE DEPT,0,NA,,NA,"993,253","217,320",,,,,40.763173282,-73.967501759,"(40.763173282, -73.967501759)",PATROL BORO MAN NORTH,,,UNKNOWN,D
444305780,01/01/2010,17:00:00,01/01/2010,17:20:00,75,01/01/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,LONG ISLAND BAPTIST HOUSES,377,"1,012,339","182,682",,,,,40.668060279,-73.89874828,"(40.668060279, -73.89874828)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
208112800,01/01/2010,00:30:00,01/01/2010,10:00:00,105,01/02/2010,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,058,157","189,498",,,,,40.68650466,-73.733512876,"(40.68650466, -73.733512876)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
510906760,01/01/2010,06:00:00,01/01/2010,06:10:00,69,01/01/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,010,422","174,985",25-44,BLACK,M,,40.646939587,-73.905688406,"(40.646939587, -73.905688406)",PATROL BORO BKLYN SOUTH,,25-44,UNKNOWN,F
924714458,01/01/2010,00:01:00,01/01/2010,02:00:00,77,01/01/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"996,283","183,521",,,,,40.670399527,-73.956624257,"(40.670399527, -73.956624257)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
