CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
952991455,01/01/2010,02:10:00,01/01/2010,02:20:00,77,01/01/2010,346,ALCOHOLIC BEVERAGE CONTROL LAW,802,ALCOHOLIC BEVERAGE CONTROL LAW,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,FACTORY/WAREHOUSE,N.Y. POLICE DEPT,0,NA,,NA,"992,624","186,929",,,,,40.679757937,-73.969810176,"(40.679757937, -73.969810176)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
132573850,01/01/2010,19:00:00,,,73,02/08/2010,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,007,022","183,486",25-44,BLACK,M,,40.670282351,-73.917911882,"(40.670282351, -73.917911882)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
469088960,01/01/2010,00:00:00,10/05/2010,00:00:00,84,10/05/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"986,539","195,240",,UNKNOWN,U,,40.702573385,-73.991745957,"(40.702573385, -73.991745957)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
960477754,01/01/2010,08:00:00,01/14/2010,13:00:00,108,01/14/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,REAR OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"1,002,212","207,930",,UNKNOWN,U,,40.737386442,-73.93518599,"(40.737386442, -73.93518599)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
798075118,01/01/2010,01:30:00,01/01/2010,11:30:00,73,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,006,240","182,198",,,,,40.666749057,-73.920735072,"(40.666749057, -73.920735072)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
509776280,01/01/2010,02:45:00,01/01/2010,02:50:00,114,01/01/2010,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,008,505","219,726",,,,,40.769748441,-73.912435312,"(40.769748441, -73.912435312)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
702656999,01/01/2010,00:50:00,01/01/2010,01:52:00,109,01/01/2010,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,040,587","227,670",,,,,40.791406327,-73.796545588,"(40.791406327, -73.796545588)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
420023370,01/01/2010,12:00:00,01/01/2010,12:30:00,61,01/01/2010,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"995,622","154,091",,,,,40.589621262,-73.959056648,"(40.589621262, -73.959056648)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
184297332,01/01/2010,20:30:00,01/10/2010,20:30:00,77,01/01/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,003,404","183,595",,BLACK,M,,40.670590099,-73.930953901,"(40.670590099, -73.930953901)",PATROL BORO BKLYN NORTH,,,UNKNOWN,F
604447340,01/01/2010,05:08:00,01/01/2010,05:34:00,30,01/01/2010,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"997,531","240,601",,,,,40.827067928,-73.952012686,"(40.827067928, -73.952012686)",PATROL BORO MAN NORTH,,,UNKNOWN,E
579585279,01/01/2010,08:00:00,09/01/2010,23:59:00,109,05/06/2011,116,SEX CRIMES,180,COURSE OF SEXUAL CONDUCT AGAIN,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,032,198","217,060",25-44,WHITE HISPANIC,M,,40.762334218,-73.826917308,"(40.762334218, -73.826917308)",PATROL BORO QUEENS NORTH,,<18,WHITE HISPANIC,M
693935701,01/01/2010,19:00:00,01/03/2010,09:00:00,102,01/03/2010,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,029,434","196,473",,,,,40.705842618,-73.837033111,"(40.705842618, -73.837033111)",PATROL BORO QUEENS SOUTH,,45-64,WHITE,M
458776077,01/01/2010,00:01:00,04/03/2010,08:45:00,105,04/07/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,065,509","205,597",,UNKNOWN,U,,40.730627922,-73.706809463,"(40.730627922, -73.706809463)",PATROL BORO QUEENS SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,M
383813867,01/01/2010,21:36:00,,,32,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,000,278","235,312",,,,,40.812546556,-73.942099475,"(40.812546556, -73.942099475)",PATROL BORO MAN NORTH,,45-64,WHITE HISPANIC,M
146270057,01/01/2010,17:15:00,,,105,01/01/2010,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,051,834","201,578",,,,,40.719711841,-73.756190543,"(40.719711841, -73.756190543)",PATROL BORO QUEENS SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
671344582,01/01/2010,04:30:00,,,1,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"983,228","197,367",,,,,40.708411736,-74.003687706,"(40.708411736, -74.003687706)",PATROL BORO MAN SOUTH,,45-64,BLACK,M
132615712,01/01/2010,00:01:00,03/27/2010,02:00:00,68,03/27/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"975,272","163,919",,,,,40.616599871,-74.03233972,"(40.616599871, -74.03233972)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
970932888,01/01/2010,16:45:00,01/01/2010,17:30:00,106,01/02/2010,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,037,068","189,776",,,,,40.687418675,-73.809551616,"(40.687418675, -73.809551616)",PATROL BORO QUEENS SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,M
286475847,01/01/2010,00:01:00,07/31/2010,00:01:00,107,07/31/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,033,381","200,243",,,,,40.716169318,-73.822769712,"(40.716169318, -73.822769712)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
458132590,01/01/2010,16:30:00,01/01/2010,17:15:00,1,01/01/2010,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CLOTHING/BOUTIQUE,N.Y. POLICE DEPT,0,NA,,NA,"984,253","202,907",,,,,40.723617772,-73.999990624,"(40.723617772, -73.999990624)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
856570706,01/01/2010,04:29:00,,,28,01/02/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"996,026","231,304",,BLACK,M,,40.801552393,-73.957467071,"(40.801552393, -73.957467071)",PATROL BORO MAN NORTH,,45-64,BLACK,F
848553724,01/01/2010,18:55:00,01/01/2010,19:05:00,49,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,OPPOSITE OF,OTHER,N.Y. POLICE DEPT,0,NA,,NA,"1,021,024","248,405",,,,,40.848421057,-73.867081792,"(40.848421057, -73.867081792)",PATROL BORO BRONX,,,UNKNOWN,E
778683702,01/01/2010,23:00:00,01/01/2010,23:10:00,69,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,BREUKELEN,227,"1,013,006","177,560",25-44,BLACK,M,,40.653999385,-73.896365773,"(40.653999385, -73.896365773)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
108220021,01/01/2010,03:25:00,01/01/2010,07:00:00,106,01/01/2010,359,OFFENSES AGAINST PUBLIC ADMINI,759,"PUBLIC ADMINISTATION,UNCLASS M",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,035,517","185,471",,,,,40.675611571,-73.815176907,"(40.675611571, -73.815176907)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
957778637,01/01/2010,12:00:00,01/01/2010,12:05:00,18,01/01/2010,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,MANHATTAN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"990,251","215,062",,BLACK,M,,40.756978196,-73.978340613,"(40.756978196, -73.978340613)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
137526168,01/01/2010,18:00:00,,,84,01/03/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"985,702","191,321",,,,,40.691816816,-73.994765519,"(40.691816816, -73.994765519)",PATROL BORO BKLYN NORTH,,25-44,WHITE,F
643207815,01/01/2010,21:00:00,01/02/2010,05:00:00,61,01/02/2010,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,002,250","158,991",,,,,40.603059792,-73.93517954,"(40.603059792, -73.93517954)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
894402104,01/01/2010,00:01:00,08/05/2010,14:30:00,62,08/05/2010,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"985,312","162,103",,,,,40.611619811,-73.996176458,"(40.611619811, -73.996176458)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,F
414121173,01/01/2010,00:01:00,07/03/2010,18:00:00,115,07/03/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,020,711","217,755",45-64,WHITE,M,,40.764296646,-73.868379587,"(40.764296646, -73.868379587)",PATROL BORO QUEENS NORTH,,,UNKNOWN,M
790659623,01/01/2010,05:20:00,01/01/2010,05:51:00,18,01/01/2010,117,DANGEROUS DRUGS,503,"CONTROLLED SUBSTANCE,INTENT TO",COMPLETED,FELONY,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,"984,966","217,544",,,,,40.763792658,-73.997416757,"(40.763792658, -73.997416757)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
130804184,01/01/2010,12:20:00,01/01/2010,12:25:00,108,01/01/2010,126,MISCELLANEOUS PENAL LAW,204,"TRESPASS 1,CRIMINAL",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,006,831","210,389",,,,,40.744125198,-73.918510191,"(40.744125198, -73.918510191)",PATROL BORO QUEENS NORTH,,25-44,WHITE,M
480065722,01/01/2010,04:30:00,,,10,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,"983,541","212,486",,UNKNOWN,U,,40.749909735,-74.002560339,"(40.749909735, -74.002560339)",PATROL BORO MAN SOUTH,,25-44,WHITE,M
426087283,01/01/2010,16:00:00,01/01/2010,16:05:00,110,01/04/2010,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,QUEENS,FRONT OF,DRUG STORE,N.Y. POLICE DEPT,0,NA,,NA,"1,022,413","212,419",,,,,40.74964352,-73.862265773,"(40.74964352, -73.862265773)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
715884406,01/01/2010,08:15:00,01/01/2010,08:40:00,79,01/01/2010,236,DANGEROUS WEAPONS,782,"WEAPONS, POSSESSION, ETC",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,000,788","189,718",,,,,40.687401619,-73.940369194,"(40.687401619, -73.940369194)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
514302674,01/01/2010,06:30:00,,,102,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,"1,031,704","192,103",,BLACK,M,,40.693836126,-73.828876551,"(40.693836126, -73.828876551)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,M
774567322,01/01/2010,00:01:00,01/30/2010,23:59:00,122,07/14/2011,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,STATEN ISLAND,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,NA,,NA,"954,527","148,134",,,,,40.573227939,-74.106992611,"(40.573227939, -74.106992611)",PATROL BORO STATEN ISLAND,,,UNKNOWN,E
814053271,01/01/2010,00:30:00,01/01/2010,00:30:00,114,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,21821,"999,484","214,810",,,,,40.756275434,-73.945014329,"(40.756275434, -73.945014329)",PATROL BORO QUEENS NORTH,,25-44,BLACK,M
982657138,01/01/2010,00:01:00,01/28/2010,15:53:00,49,01/28/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BRONX,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,"1,022,690","250,683",,WHITE,F,,40.85466639,-73.861046983,"(40.85466639, -73.861046983)",PATROL BORO BRONX,,25-44,WHITE,M
304931610,01/01/2010,11:30:00,01/01/2010,12:00:00,49,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,PELHAM PARKWAY,34132,"1,023,310","252,911",25-44,WHITE HISPANIC,M,,40.860778855,-73.858792802,"(40.860778855, -73.858792802)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
121578270,01/01/2010,22:30:00,01/01/2010,22:35:00,7,01/04/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"987,199","199,205",,WHITE,M,,40.713456178,-73.98936387,"(40.713456178, -73.98936387)",PATROL BORO MAN SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,F
840862915,01/01/2010,07:00:00,01/01/2010,10:22:00,66,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,FACTORY/WAREHOUSE,N.Y. POLICE DEPT,0,NA,,NA,"986,070","167,257",,,,,40.62576635,-73.993444998,"(40.62576635, -73.993444998)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
868648568,01/01/2010,22:00:00,01/02/2010,00:30:00,77,01/02/2010,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,WEEKSVILLE GARDENS,420,"1,002,408","185,867",,BLACK,F,,40.676828327,-73.934538222,"(40.676828327, -73.934538222)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
444105258,01/01/2010,00:30:00,01/01/2010,00:36:00,42,01/01/2010,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,011,693","239,935",,,,,40.825207301,-73.900843322,"(40.825207301, -73.900843322)",PATROL BORO BRONX,,,UNKNOWN,E
518414112,01/01/2010,00:10:00,01/01/2010,00:35:00,102,01/01/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,022,335","190,915",,,,,40.690620621,-73.862668958,"(40.690620621, -73.862668958)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,M
265441210,01/01/2010,16:00:00,01/04/2010,18:00:00,20,01/04/2010,107,BURGLARY,221,"BURGLARY,RESIDENCE,DAY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"989,601","222,480",,,,,40.777339104,-73.980680908,"(40.777339104, -73.980680908)",PATROL BORO MAN NORTH,,25-44,WHITE,F
591871589,01/01/2010,05:20:00,,,75,01/01/2010,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,021,437","186,401",,,,,40.678234551,-73.865932005,"(40.678234551, -73.865932005)",PATROL BORO BKLYN NORTH,,18-24,WHITE HISPANIC,F
507532269,01/01/2010,10:00:00,01/01/2010,10:15:00,123,01/01/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"914,202","123,617",18-24,WHITE,M,,40.505706748,-74.251892491,"(40.505706748, -74.251892491)",PATROL BORO STATEN ISLAND,,45-64,WHITE,F
532843535,01/01/2010,23:50:00,,,23,01/02/2010,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,640,"998,700","228,774",,,,,40.794604263,-73.94781415,"(40.794604263, -73.94781415)",PATROL BORO MAN NORTH,,,UNKNOWN,E
243810073,01/01/2010,13:00:00,02/06/2010,14:00:00,107,02/06/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,033,754","200,093",,,,,40.715755525,-73.821425285,"(40.715755525, -73.821425285)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
635271581,01/01/2010,14:30:00,01/01/2010,14:35:00,75,01/01/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,013,272","183,392",18-24,BLACK,M,,40.670006061,-73.895382017,"(40.670006061, -73.895382017)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
508123080,01/01/2010,15:00:00,01/01/2010,15:15:00,100,01/05/2010,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,027,045","149,477",45-64,WHITE,F,,40.576860754,-73.845947759,"(40.576860754, -73.845947759)",PATROL BORO QUEENS SOUTH,,45-64,WHITE,F
220034160,01/01/2010,09:00:00,07/06/2010,09:05:00,72,07/07/2010,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,BROOKLYN,,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,NA,,NA,"984,295","177,978",,,,,40.655193391,-73.999839262,"(40.655193391, -73.999839262)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,M
635929839,01/01/2010,08:00:00,03/19/2010,15:00:00,112,03/20/2010,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,021,286","203,781",,,,,40.725939163,-73.866380823,"(40.725939163, -73.866380823)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,M
115660998,01/01/2010,08:00:00,01/14/2010,11:00:00,108,01/14/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,"998,039","212,328",,UNKNOWN,U,,40.749465344,-73.950235145,"(40.749465344, -73.950235145)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
698283353,01/01/2010,00:01:00,12/08/2010,20:30:00,104,12/28/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,OTHER,N.Y. POLICE DEPT,0,NA,,NA,"1,020,261","196,705",,,,,40.706521487,-73.870116724,"(40.706521487, -73.870116724)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
174715382,01/01/2010,14:32:00,,,44,01/01/2010,124,KIDNAPPING & RELATED OFFENSES,187,KIDNAPPING 1,COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,006,195","240,321",,,,,40.826282132,-73.920707638,"(40.826282132, -73.920707638)",PATROL BORO BRONX,,25-44,BLACK,M
317345890,01/01/2010,22:00:00,01/19/2010,05:00:00,109,01/20/2010,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,NA,,NA,"1,041,169","224,337",,,,,40.782254426,-73.794471997,"(40.782254426, -73.794471997)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
112042962,01/01/2010,05:00:00,01/01/2010,05:10:00,120,01/01/2010,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,0,NA,,NA,"960,916","171,306",,,,,40.63684945,-74.084074785,"(40.63684945, -74.084074785)",PATROL BORO STATEN ISLAND,,,UNKNOWN,D
179583574,01/01/2010,12:00:00,11/09/2010,12:00:00,61,11/10/2010,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,000,180","157,513",,,,,40.599006944,-73.942637542,"(40.599006944, -73.942637542)",PATROL BORO BKLYN SOUTH,,25-44,ASIAN / PACIFIC ISLANDER,M
167884428,01/01/2010,03:15:00,01/02/2010,03:30:00,101,01/02/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,"1,051,499","159,559",25-44,BLACK,M,,40.604381959,-73.757818141,"(40.604381959, -73.757818141)",PATROL BORO QUEENS SOUTH,,25-44,BLACK,F
342066697,01/01/2010,02:15:00,01/01/2010,02:20:00,103,01/01/2010,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,"1,036,052","195,272",,,,,40.702509893,-73.813172807,"(40.702509893, -73.813172807)",PATROL BORO QUEENS SOUTH,,45-64,WHITE HISPANIC,M
